Topic,Words,Frequency,Timestamp
17,"2022 года, изменились, переговоров россии, переговорах украиной, настоящий момент",1,2024-02-14 00:00:00+00:00
18,"русских, русского, русские, русский, московский",10,2024-02-14 00:00:00+00:00
19,"телеграм канал, телеграм, каналов, публикуются, расскажет",6,2024-02-14 00:00:00+00:00
20,"послании, готова, обеспечена, послания, состоятся",2,2024-02-14 00:00:00+00:00
21,"ветеранами, ветераны, церемонию, ветераны россии, церемония",13,2024-02-14 00:00:00+00:00
22,"молдавии, властей, власти, обратилась, правящей",11,2024-02-14 00:00:00+00:00
23,"обстрела, обстрелов, обстрел, пострадавших, погибли",2,2024-02-14 00:00:00+00:00
24,"военнослужащих, мобилизации, вооруженных сил, войска, военную службу",4,2024-02-14 00:00:00+00:00
25,"сбору, благодарность, поддержку, дорогие друзья, сбора",4,2024-02-14 00:00:00+00:00
26,"армению, армения, армении, пашиняна, пашиняном",11,2024-02-14 00:00:00+00:00
28,"легитимности, легитимность, власть, конституцию, парламенту",3,2024-02-14 00:00:00+00:00
29,"глава государства, глава рф, сил россии, регионам, решить проблему",6,2024-02-14 00:00:00+00:00
30,"чужих, пропагандой, фонды, террористической организацией, российских",1,2024-02-14 00:00:00+00:00
32,"кремлём, упали, самолёт, беспилотника, нанести удар",1,2024-02-14 00:00:00+00:00
37,"ru, сайт, сайтов, технической, техническая",1,2024-02-14 00:00:00+00:00
40,"мобилизации, украинцев, отсрочки, украинца, платить",4,2024-02-14 00:00:00+00:00
43,"белоруссией, белоруссия, белоруссии, крепость, беларусь",1,2024-02-14 00:00:00+00:00
44,"наступления, наступление, начальник генштаба, режиме реального, продолжаются",2,2024-02-14 00:00:00+00:00
45,"бойцу, уголовное дело, боец, уголовное, дело статье",2,2024-02-14 00:00:00+00:00
49,"учения, напряженность, вооруженного, угроз, готовится",3,2024-02-14 00:00:00+00:00
50,"белоруссию, поздравил, поздравления, белоруссия, белоруссии",1,2024-02-14 00:00:00+00:00
51,"танки, уничтожены, танка, уничтожено, беспилотных",1,2024-02-14 00:00:00+00:00
54,"обороны украины, передать украине, украина, обороны, украина new_militarycolumnist",4,2024-02-14 00:00:00+00:00
55,"работает, сохранится, председателя правительства, председателем правительства, поддержит",1,2024-02-14 00:00:00+00:00
58,"топлива, бензин, топливо, будут действовать, правительстве",2,2024-02-14 00:00:00+00:00
59,"стратегическими, стратегическом, тегеран, иран, обсудил",1,2024-02-14 00:00:00+00:00
66,"оппозиционеров, госдепа, русофобию, фейков, якобы",5,2024-02-14 00:00:00+00:00
67,"спортсменов, спортивные, спортивных, федерацию, федерация",2,2024-02-14 00:00:00+00:00
70,"эфире, соловьёв live, вещает, соловьёвlive, live",5,2024-02-14 00:00:00+00:00
71,"бюджет, бюджета, рост цен, дефицита, роста цен",3,2024-02-14 00:00:00+00:00
74,"российских войск, российских военных, вооруженными силами, обороны российской, вооруженных сил",23,2024-02-14 00:00:00+00:00
76,"армения, подписывайся telegram, армении, заявления дмитрия, отношения россии",1,2024-02-14 00:00:00+00:00
77,"конфликте украине, премьер министра, премьер министр, протесты, протестов",3,2024-02-14 00:00:00+00:00
78,"российских активов, замороженных российских, санкций, евро, санкции",1,2024-02-14 00:00:00+00:00
80,"поляки, поляков, польши, польша, польшу",5,2024-02-14 00:00:00+00:00
81,"рекламе, рекламу, штраф, оспорить, нарушение",7,2024-02-14 00:00:00+00:00
82,"продолжаются, продолжает, получил, вмешивается, фронте",1,2024-02-14 00:00:00+00:00
89,"выборам, выборы, начнётся, проголосовать, 15 марта",3,2024-02-14 00:00:00+00:00
90,"разработчики, откроет, разработчиков, приложение, минобороны",2,2024-02-14 00:00:00+00:00
95,"праздником, героя, концерт, дня рождения, русского народа",1,2024-02-14 00:00:00+00:00
96,"выплату, ветеранов, выплаты, ветераны, воинов",1,2024-02-14 00:00:00+00:00
98,"главы государства, высказывание, сказать, разговоре, отношений",6,2024-02-14 00:00:00+00:00
99,"самолета, полет, полета, кремлёвского пула, воздухе",9,2024-02-14 00:00:00+00:00
100,"грузию, грузии, грузия, санкциям, санкций против",1,2024-02-14 00:00:00+00:00
104,"события, устроили, уходящего, сказывается, дня",3,2024-02-14 00:00:00+00:00
105,"российского лидера, дал интервью, подробнее сайте, интервью, сайте",2,2024-02-14 00:00:00+00:00
110,"время героев, героев, ветеранов, ветеранов сво, обучение",4,2024-02-14 00:00:00+00:00
115,"заявил дмитрий, россии заявил, будут достигнуты, россия продолжит, зампред рф",3,2024-02-14 00:00:00+00:00
116,"северный поток, северного потока, генеральная прокуратура, прокуратура, северных потоков",2,2024-02-14 00:00:00+00:00
119,"канцлера, германией, канцлер, украину, германия",6,2024-02-14 00:00:00+00:00
-1,"террористов, теракту, теракте, теракта, терактом",723,2024-03-15 00:00:00+00:00
0,"украину, украинских, дронов, вооружённых, украинские",50,2024-03-15 00:00:00+00:00
1,"состоянии войны, войны это, войной, войну, войны",75,2024-03-15 00:00:00+00:00
2,"теракту, теракте, террористов, террористы, семьям погибших",27,2024-03-15 00:00:00+00:00
3,"российской экономики, 2023 году, федеральный бюджет, бюджета, федерального бюджета",25,2024-03-15 00:00:00+00:00
4,"telegram, телеграм, терактам, терроризму, телеграма",17,2024-03-15 00:00:00+00:00
5,"законопроект, высказался, законом, действовать, вице спикер",5,2024-03-15 00:00:00+00:00
6,"ветеранам, ветеранов сво, ветеранов, защитники отечества, провел совещание",17,2024-03-15 00:00:00+00:00
7,"поздравил, председателю, героя россии, церемония, кремлёвской",6,2024-03-15 00:00:00+00:00
9,"информационной безопасности, хакеров, министерстве, персональных данных, персональных",5,2024-03-15 00:00:00+00:00
10,"миграционной политики, мигрантами, мигрантов, мигранты, миграционной",11,2024-03-15 00:00:00+00:00
11,"провел телефонный, поговорил, обсудил, проинформировал, телефонный разговор",7,2024-03-15 00:00:00+00:00
12,"безопасности российской, безопасности россии, силы россии, украину, заявил секретарь",6,2024-03-15 00:00:00+00:00
13,"уголовное дело, изъять, прокуратуры, экс глава, прокуратура",13,2024-03-15 00:00:00+00:00
14,"провести проверку, обратились, просят, артистов, шоу",7,2024-03-15 00:00:00+00:00
15,"нетаньяху, ходе заседания, заявил премьер, израиль, израиля",5,2024-03-15 00:00:00+00:00
17,"переговорам украине, переговорах украиной, переговоров украине, переговоров украиной, переговоров россии",2,2024-03-15 00:00:00+00:00
18,"православные, храме, христа спасителя, праздника, церковь",6,2024-03-15 00:00:00+00:00
19,"подписывайтесь, товарищам, блог, подписчикам, нашего канала",8,2024-03-15 00:00:00+00:00
20,"заявил россия, выборы, новостной, истину, раскрыл",2,2024-03-15 00:00:00+00:00
21,"роскосмоса, красной площади, космоса, героям, кремлёвской",1,2024-03-15 00:00:00+00:00
22,"молдавии, властей, румыния, демократию, румынии",5,2024-03-15 00:00:00+00:00
23,"пострадавших, ранены, ранения, обстрелов, обстрела",5,2024-03-15 00:00:00+00:00
24,"мобилизации, мобилизация, призыву, планируется, призывом",3,2024-03-15 00:00:00+00:00
25,"благодарность, спасибо всем, благодарим, поддерживают, благодаря",2,2024-03-15 00:00:00+00:00
26,"армению, пашиняна, армения, армении, власти",3,2024-03-15 00:00:00+00:00
27,"россия китай, россии китая, си цзиньпином, цзиньпином, китаем",1,2024-03-15 00:00:00+00:00
28,"уволил, уволен, секретаря, национальной безопасности, секретаря совета",22,2024-03-15 00:00:00+00:00
29,"правительством, принять меры, поручений, приоритетных, поручил",9,2024-03-15 00:00:00+00:00
30,"антироссийские, антироссийских, канады, нежелательной, организациями",1,2024-03-15 00:00:00+00:00
33,"санкциям, вето, совета безопасности, угрожает, прекращению",6,2024-03-15 00:00:00+00:00
35,"новороссию, новороссии, россии необходимо, донбасса новороссии, состав россии",2,2024-03-15 00:00:00+00:00
36,"назначен, секретаря рф, назначены, научного, совета рф",1,2024-03-15 00:00:00+00:00
37,"сервисов, сервисы, трафика, нагрузки, проблема",1,2024-03-15 00:00:00+00:00
40,"украинцев, мобилизации, мобилизация, ужесточении, отсрочки",5,2024-03-15 00:00:00+00:00
41,"кореей, делегация, корея, посетить, визитом",2,2024-03-15 00:00:00+00:00
42,"заблокировали, заблокировала, заблокированы, заблокировал, сайтов",1,2024-03-15 00:00:00+00:00
44,"проинформировал, стрельбы, глава государства, главы государства, вооруженного",13,2024-03-15 00:00:00+00:00
45,"ребенка, уголовное дело, повторно, дело, преступление",2,2024-03-15 00:00:00+00:00
48,"экстремистским, объяснили, результат, выборах, регионам",2,2024-03-15 00:00:00+00:00
50,"проведет переговоры, александр лукашенко, лукашенко, россии белоруссии, переговоры",8,2024-03-15 00:00:00+00:00
54,"дипломата, дипломатию, украину, украина new_militarycolumnist, данилов",9,2024-03-15 00:00:00+00:00
62,"обстрелы, приговор, осудили, наказание, приговорил",5,2024-03-15 00:00:00+00:00
65,"дал поручение, губернаторов, поручил, губернатор, проинформировал",10,2024-03-15 00:00:00+00:00
67,"спортсменов, российские, федерацию, отказались, спорта",6,2024-03-15 00:00:00+00:00
70,"соловьёв live, эфире, соловьев live, соловьёвlive, вещает",2,2024-03-15 00:00:00+00:00
71,"повышении, военном, попадут, бизнесменов, законопроект",1,2024-03-15 00:00:00+00:00
72,"русофобы, террористов, объясняют, объяснять, недовольных",3,2024-03-15 00:00:00+00:00
73,"поздравил, индию, поговорил, премьер министр, пригласил",1,2024-03-15 00:00:00+00:00
75,"телеграм, telegram, терактам, цензуры, сообщения",1,2024-03-15 00:00:00+00:00
77,"пророссийских, сторону россии, словакия, словакии, венгрию",1,2024-03-15 00:00:00+00:00
78,"санкций, западные санкции, санкции, сотрудничество россией, санкции против",4,2024-03-15 00:00:00+00:00
80,"кремлём, поляки, украинских, поляков, украинцы",1,2024-03-15 00:00:00+00:00
81,"рекламу, рекламе, штрафа, штрафы, штраф",9,2024-03-15 00:00:00+00:00
82,"говоря, воевал, формулировки, войной, войне",1,2024-03-15 00:00:00+00:00
83,"сербия, югославии, сила, сербии, альянс",1,2024-03-15 00:00:00+00:00
89,"гражданам россии, россии заседании, сайте, подробнее сайте, обращение",3,2024-03-15 00:00:00+00:00
95,"голос, началась, небо, поднять, белых",1,2024-03-15 00:00:00+00:00
96,"банкротства, госдуму законопроект, бойцов, боевых, законопроект",1,2024-03-15 00:00:00+00:00
97,"уровень доверия, доверяют, оценивают, доверия, опрошенных",5,2024-03-15 00:00:00+00:00
98,"telegram соловьёв, подписывайся telegram, миропорядок, диалог, подписывайся",1,2024-03-15 00:00:00+00:00
99,"прибыл москву, приехал, кремлёвского пула, кремлёвского, приезда",3,2024-03-15 00:00:00+00:00
100,"грузию, грузии, оппозиции, оппозицией, грузия",3,2024-03-15 00:00:00+00:00
102,"оказать помощь, единая россия, помощи пострадавшим, родственникам, единой россии",1,2024-03-15 00:00:00+00:00
104,"события, дня, анонсировал, дипломата, уходящего",8,2024-03-15 00:00:00+00:00
111,"прокуратуры, заявления россии, генеральной прокуратуры, правопорядка, россии заседании",9,2024-03-15 00:00:00+00:00
-1,"россию, россией, обороны, российские, власти",631,2024-04-14 00:00:00+00:00
0,"военной помощи, помощи украине, российские войска, украину, украинских",68,2024-04-14 00:00:00+00:00
1,"вооруженные, ситуацию, свои позиции, брифинге, совещание",65,2024-04-14 00:00:00+00:00
2,"победит, победим, неонацистов, голосование, великой победы",20,2024-04-14 00:00:00+00:00
3,"правительство рф, меры поддержки, главы правительства, премьер министр, правительство",22,2024-04-14 00:00:00+00:00
4,"телеграм, телеграмм, telegram, заблокировал, цензуре",18,2024-04-14 00:00:00+00:00
5,"госдуму, российских активов, госдумы вячеслав, заявил спикер, отношении российских",17,2024-04-14 00:00:00+00:00
6,"посетили, посетил, осмотрел, подарили, приехал",8,2024-04-14 00:00:00+00:00
7,"инаугурации, президентского, президентский, церемония, вступления должность",54,2024-04-14 00:00:00+00:00
9,"информационной политике, интернет, технологиям связи, цифрового развития, информполитике",9,2024-04-14 00:00:00+00:00
10,"мигранты, миграционной политики, мигрантов, миграционного, миграционной",30,2024-04-14 00:00:00+00:00
11,"переговоры, поговорил, разговор, обсудили, разговоре",11,2024-04-14 00:00:00+00:00
12,"терактов, террористов, диверсии, терроризма, украинских",12,2024-04-14 00:00:00+00:00
13,"замминистра обороны, министра обороны, задержали, подозрению, замминистра",11,2024-04-14 00:00:00+00:00
14,"провести проверку, арестовать, обратилось, концерт, председателю",5,2024-04-14 00:00:00+00:00
15,"израиль, израиле, израиля, ближний восток, будут вынуждены",7,2024-04-14 00:00:00+00:00
16,"подписывайтесь канал, подписывайтесь, телеканале россия, комментарий, рассказал",12,2024-04-14 00:00:00+00:00
17,"отвергает, никаких, невозможны, переговоров киевом, никакого",2,2024-04-14 00:00:00+00:00
18,"церковь, собор, русские, церкви, русских",7,2024-04-14 00:00:00+00:00
19,"обновлении, пишем, рекомендуем, русских, русские",10,2024-04-14 00:00:00+00:00
20,"заявила, должно стать, сказала, обвинений, киевского режима",3,2024-04-14 00:00:00+00:00
21,"ветеранами, ветеранов, ветераны, годовщины победы, движение ветераны",17,2024-04-14 00:00:00+00:00
22,"угрозы, молдавии, пугает, властей, протеста",1,2024-04-14 00:00:00+00:00
23,"погибли, взрыве, взрыв, погиб, получили ранения",1,2024-04-14 00:00:00+00:00
26,"армению, армения, армении, властей, протестующих",21,2024-04-14 00:00:00+00:00
27,"си цзиньпином, цзиньпином, цзиньпин, россия китай, китай",2,2024-04-14 00:00:00+00:00
28,"легитимности, легитимность, власть, власти, нелегитимным",9,2024-04-14 00:00:00+00:00
29,"поставленные задачи, подписал указ, развития россии, указания, развития страны",5,2024-04-14 00:00:00+00:00
30,"нежелательной, антироссийской, российских активов, экстремистской организацией, запретить",1,2024-04-14 00:00:00+00:00
33,"вето, выступили против, резолюцию, резолюции, неприемлемо",7,2024-04-14 00:00:00+00:00
36,"секретаря рф, секретарем, секретаря, сергея шойгу, секретарь",38,2024-04-14 00:00:00+00:00
39,"поставок газа, российского газа, отстаивать, другие заявления, защищать",1,2024-04-14 00:00:00+00:00
40,"украинцев, украинцы, украину, украине, украины",9,2024-04-14 00:00:00+00:00
42,"заблокировали, заблокированы, заблокировал, блокировки, русофобов",6,2024-04-14 00:00:00+00:00
43,"белоруссией, белоруссия, ядерного оружия, проверке, ядерные",11,2024-04-14 00:00:00+00:00
44,"проинформировал, задержании, сообщил дмитрий, замминистра обороны, заранее",11,2024-04-14 00:00:00+00:00
45,"задержали, происходящее, уголовное дело, арестовали, оправдаться",6,2024-04-14 00:00:00+00:00
48,"странам, партнерстве, союзники, союзник, нужны",2,2024-04-14 00:00:00+00:00
55,"министров, министром, пост министра, вице премьер, вице премьером",79,2024-04-14 00:00:00+00:00
59,"провел встречу, проведет переговоры, безопасности россии, иран, встреча",2,2024-04-14 00:00:00+00:00
66,"блогера, блогер, экстремистов, убежище, обвиняя",2,2024-04-14 00:00:00+00:00
70,"эфире, вещает, live, соловьёвlive, ведущий",4,2024-04-14 00:00:00+00:00
71,"рост цен, цен, электроэнергии, энергетики, тарифы",1,2024-04-14 00:00:00+00:00
72,"мусульман, террористическая организация, мечети, аккаунты, аккаунтов",1,2024-04-14 00:00:00+00:00
75,"telegram, интервью, twitter, свободы слова, мессенджер",4,2024-04-14 00:00:00+00:00
77,"российских чиновников, словакия, ввели санкции, ужесточения, чиновников",1,2024-04-14 00:00:00+00:00
78,"преддверии выборов, европа, угрозе, вмешательства, европейскую",8,2024-04-14 00:00:00+00:00
81,"рекламу, рекламе, реклама, нарушении, рекламных",6,2024-04-14 00:00:00+00:00
83,"сербия, сербии, пророссийские, санкции, санкционные",1,2024-04-14 00:00:00+00:00
85,"министром обороны, министра обороны, замминистра обороны, министр обороны, обороны",37,2024-04-14 00:00:00+00:00
86,"поставок вооружений, ракеты, вооружений, дальнобойных, российские войска",2,2024-04-14 00:00:00+00:00
89,"подписаться канал, подписывайся, подпишись, готово, подпишись официальный",1,2024-04-14 00:00:00+00:00
95,"звучали, концерт, музыка, исполнении, музыки",3,2024-04-14 00:00:00+00:00
97,"уровень доверия, доверяют, доверия, доверии, оценивают",7,2024-04-14 00:00:00+00:00
100,"грузию, грузия, грузии, митингов, власти",5,2024-04-14 00:00:00+00:00
104,"события, рельсы, премьер, сегодняшняя, победы",3,2024-04-14 00:00:00+00:00
105,"поговорил, русского мира, русских, людей, интересный",1,2024-04-14 00:00:00+00:00
-1,"оружием, россию, обороны, россией, власти",623,2024-05-14 00:00:00+00:00
0,"украину, интересное, военные, войска, обороны",75,2024-05-14 00:00:00+00:00
1,"брифинге, брифинга, россия продолжает, провел совещание, представителей россии",35,2024-05-14 00:00:00+00:00
2,"вооружений, оружием, ядерное оружие, оружие, зампред рф",32,2024-05-14 00:00:00+00:00
3,"будут получать, российской экономики, вступает силу, выплат, выплата",20,2024-05-14 00:00:00+00:00
4,"цензуры, мессенджер, проблема, диалог, заблокирован",3,2024-05-14 00:00:00+00:00
5,"спикер госдумы, заявил спикер, госдуму, политикам, сообщил спикер",11,2024-05-14 00:00:00+00:00
7,"героя россии, герой россии, героев, заслуги отечеством, героям",13,2024-05-14 00:00:00+00:00
9,"прорабатывается, цифрового развития, интернет, обсуждаем, настроен",7,2024-05-14 00:00:00+00:00
10,"мигрантами, мигрантов, мигранты, мигрантам, миграционной политики",5,2024-05-14 00:00:00+00:00
11,"проведет переговоры, встречи лидеров, ходе переговоров, переговоры, разговор",11,2024-05-14 00:00:00+00:00
13,"главного управления, прокуратуру, арестовали, ведётся, аресте",8,2024-05-14 00:00:00+00:00
14,"возбуждено уголовное, уголовной ответственности, оскорбления, грозить, уголовное дело",9,2024-05-14 00:00:00+00:00
15,"экстренное заседание, инцидент, иран, экстренное, крушение",10,2024-05-14 00:00:00+00:00
16,"подписывайтесь канал, подписывайтесь, интересно, телеканале россия, покажут",7,2024-05-14 00:00:00+00:00
17,"закрыты, переговоров киевом, переговоров украиной, закрыла, никаких",8,2024-05-14 00:00:00+00:00
18,"честь, историю, заслуженный, русского, собор",4,2024-05-14 00:00:00+00:00
19,"мобилизация, каналов, частном, канале, генералов",1,2024-05-14 00:00:00+00:00
20,"рабочая группа, свои предложения, вице спикер, представлены, предложений",2,2024-05-14 00:00:00+00:00
21,"героев, мемориала, бригаде, ветераны, мемориал",1,2024-05-14 00:00:00+00:00
22,"молдавии, оппозиции, оппозиция, постсоветском, постсоветском пространстве",1,2024-05-14 00:00:00+00:00
25,"сборов, сбору, общая сумма, сбор, сумма",1,2024-05-14 00:00:00+00:00
26,"армении, армения, армению, пашиняна, пашиняном",5,2024-05-14 00:00:00+00:00
27,"си цзиньпином, цзиньпином, россия китай, цзиньпин, си цзиньпин",9,2024-05-14 00:00:00+00:00
28,"власть, нелегитимным, легитимности, конституцию, легитимность",5,2024-05-14 00:00:00+00:00
29,"возглавить, принять меры, губернатором, правительству, российской федерации",3,2024-05-14 00:00:00+00:00
30,"антироссийской, террористической организацией, нежелательной, экстремистские, террористическими",4,2024-05-14 00:00:00+00:00
32,"атаки, обсуждают, концу, военными, видео",1,2024-05-14 00:00:00+00:00
33,"международных организаций, наций, международного права, международных отношений, резолюции",1,2024-05-14 00:00:00+00:00
35,"понятны, переговоры, спецоперация, цели будут, своих целей",4,2024-05-14 00:00:00+00:00
36,"помощника, помощником, помощник, заместителя, назначен",51,2024-05-14 00:00:00+00:00
37,"частично, сайтов, сайты, сайт, интернет",3,2024-05-14 00:00:00+00:00
40,"мобилизации, украинцев, украине, украинцы, вступит силу",16,2024-05-14 00:00:00+00:00
41,"готовится, посетит, ближайшее время, ходе визита, подготовке",3,2024-05-14 00:00:00+00:00
42,"заблокировали, нежелательной, заблокировал, дестабилизировать, заблокировала",1,2024-05-14 00:00:00+00:00
45,"наказание, штрафом, штраф размере, штраф, агрессивный",3,2024-05-14 00:00:00+00:00
47,"си цзиньпином, цзиньпином, россия китай, стратегического партнёрства, цзиньпин",1,2024-05-14 00:00:00+00:00
48,"кортеж, азербайджан, азербайджана, флагами, азербайджанской",1,2024-05-14 00:00:00+00:00
50,"белоруссию, россии белоруссии, официальным визитом, белоруссия, белоруссии",4,2024-05-14 00:00:00+00:00
53,"российской нефти, цен нефть, нефтью, нефть, доходы",1,2024-05-14 00:00:00+00:00
55,"министром, министра, председатель правительства, председателя правительства, министр",11,2024-05-14 00:00:00+00:00
57,"посмотреть, стоит, происходило, возвращение, честно",3,2024-05-14 00:00:00+00:00
58,"бензин, топливо, топлива, экспорта, правительство россии",1,2024-05-14 00:00:00+00:00
59,"переговоры, иран, отношения россии, тегеран, прилетел",6,2024-05-14 00:00:00+00:00
65,"поручил, регионах рф, поручения, ликвидации последствий, поручению",1,2024-05-14 00:00:00+00:00
66,"свобода, радио, оппозиционеров, российских военных, российской",1,2024-05-14 00:00:00+00:00
67,"флагом, 2025 году, спортсменов, флагами, федерацию",1,2024-05-14 00:00:00+00:00
70,"эфире, соловьёв live, соловьев live, вещает, соловьёвlive",2,2024-05-14 00:00:00+00:00
71,"рост цен, украине, украинцев, энергетики, планируют",7,2024-05-14 00:00:00+00:00
72,"ограничений, религиозной, религия, религиозного, запрета",7,2024-05-14 00:00:00+00:00
77,"фицо, покушение, политикам, покушения, словакия",10,2024-05-14 00:00:00+00:00
79,"цензуры, русофобию, заблокировали, цензура, ютуб",1,2024-05-14 00:00:00+00:00
80,"польши, силовиков, польша, мигранты, польшу",2,2024-05-14 00:00:00+00:00
81,"штрафы, конкуренции, дороги, штраф, обвиняют",2,2024-05-14 00:00:00+00:00
85,"министром обороны, министра обороны, министр обороны, главы минобороны, андрей белоусов",15,2024-05-14 00:00:00+00:00
86,"вооружения, ракеты, ракетами, оружием, оружие",4,2024-05-14 00:00:00+00:00
90,"министр цифрового, регистрация, цифровые, цифрового развития, услуг",1,2024-05-14 00:00:00+00:00
91,"телеграме, конкурентов, telegram, потерях, сервис",1,2024-05-14 00:00:00+00:00
92,"опасения, отношения, financial times, переговоры, сша хотят",1,2024-05-14 00:00:00+00:00
95,"оркестра, песни, исполнении, концерта, выступил",1,2024-05-14 00:00:00+00:00
96,"ветеранов, ветераны, движение ветераны, движения ветераны, военнослужащих",2,2024-05-14 00:00:00+00:00
97,"опроса, уровень доверия, доверяют, опрошенных, респондентов",1,2024-05-14 00:00:00+00:00
98,"оскорбления, вредят, отношений россии, стыдно, наглость",1,2024-05-14 00:00:00+00:00
100,"грузию, грузии, грузия, власти страны, власти",3,2024-05-14 00:00:00+00:00
102,"единой россии, единая россия, высшего руководства, выборах, победим",4,2024-05-14 00:00:00+00:00
104,"события, дрон, событие, чиновников, дня",1,2024-05-14 00:00:00+00:00
105,"время это, написал, журналисту, российского лидера, логику",1,2024-05-14 00:00:00+00:00
110,"время героев, героев, ветеранов, передовой, обучение",4,2024-05-14 00:00:00+00:00
116,"терактах, террористических, северный поток, запросы, террористическими",6,2024-05-14 00:00:00+00:00
118,"отставку, премьер министра, премьер министр, уйти, недоверия",2,2024-05-14 00:00:00+00:00
119,"германией, танков, танки, германия, поставках",1,2024-05-14 00:00:00+00:00
-1,"власти, украину, нужно, переговоры, россию",635,2024-06-13 00:00:00+00:00
0,"интересное, украину, украиной, саммита, переговоры",54,2024-06-13 00:00:00+00:00
1,"переговоров рф, брифинге, заявления дмитрия, важные заявления, обсуждались",33,2024-06-13 00:00:00+00:00
2,"санкций, санкции, договариваться, кризиса, переговоры",24,2024-06-13 00:00:00+00:00
3,"могут получить, постановление правительства, военного положения, правительства, правилах",13,2024-06-13 00:00:00+00:00
4,"мессенджер, угрозой, заблокировать, властями, блокировке",3,2024-06-13 00:00:00+00:00
5,"законопроектов, законопроект, госдуму, проект закона, заявил спикер",10,2024-06-13 00:00:00+00:00
6,"посетили, посетил, восстанавливать, замглавы, собрались",14,2024-06-13 00:00:00+00:00
7,"офицеров, выпускников, военных, высших, поздравил",11,2024-06-13 00:00:00+00:00
8,"мирные переговоры, помощь украине, поддержки украины, переговоры, переговоров",1,2024-06-13 00:00:00+00:00
9,"мобильной связи, ужесточить, сим, законопроект который, законопроекта",11,2024-06-13 00:00:00+00:00
10,"мигрантами, мигрантов, мигранты, миграционной политики, мигрантам",24,2024-06-13 00:00:00+00:00
11,"проведут переговоры, переговоры, эрдоган, компромисса, проведут",2,2024-06-13 00:00:00+00:00
12,"обвиняют, безопасности россии, врачей, угрозы, российской государственности",2,2024-06-13 00:00:00+00:00
13,"олигарха, просят, генпрокурора, просил, млрд рублей",8,2024-06-13 00:00:00+00:00
14,"высказался, запретить, провести проверку, блогера, блогеры",11,2024-06-13 00:00:00+00:00
15,"израилем, сирию, иран, израиль, террористической организацией",3,2024-06-13 00:00:00+00:00
16,"подписывайтесь канал, подписывайтесь, кадры, лидеров россии, телеканале россия",17,2024-06-13 00:00:00+00:00
17,"переговорам украине, переговорах украиной, переговоров украине, переговоров украиной, переговоров киевом",9,2024-06-13 00:00:00+00:00
18,"посвящена, день, святой, заслуженный, века",4,2024-06-13 00:00:00+00:00
19,"подписчиков, русское, русский, русском, русского",4,2024-06-13 00:00:00+00:00
20,"призвала, предложила, хочет, нужно, отметила",2,2024-06-13 00:00:00+00:00
21,"церемонию, церемония, ветераны россии, церемонии, уважения",2,2024-06-13 00:00:00+00:00
22,"властей, власти, задержали, угрозе, власть",3,2024-06-13 00:00:00+00:00
24,"минобороны россии, российской армии, зампред рф, минобороны рф, контракты",7,2024-06-13 00:00:00+00:00
25,"товарищи, ребятам, дорогие друзья, ребят, дорогие",4,2024-06-13 00:00:00+00:00
26,"армению, армения, армении, азербайджану, пашиняна",7,2024-06-13 00:00:00+00:00
27,"россия китай, си цзиньпином, россии китая, цзиньпином, отношения россии",2,2024-06-13 00:00:00+00:00
28,"отставку, отставки, отставка, конституцию, власть",4,2024-06-13 00:00:00+00:00
29,"поручений, российской федерации, ознакомился, заседания, утвердить",7,2024-06-13 00:00:00+00:00
30,"террористическими, террористической организацией, террористами, россия украина, террористической",11,2024-06-13 00:00:00+00:00
31,"блогеров, подписчиков, блогеры, российским, обязать",5,2024-06-13 00:00:00+00:00
36,"главы государства, назначены, назначен, сменил, руководителей",2,2024-06-13 00:00:00+00:00
38,"новые санкции, санкциями, санкции против, антироссийские санкции, пакет санкций",3,2024-06-13 00:00:00+00:00
40,"военную службу, подготовку, подготовки, учебы, обязательным",2,2024-06-13 00:00:00+00:00
41,"российского лидера, кореей, посетит, корея, российского государства",13,2024-06-13 00:00:00+00:00
42,"заблокировали, заблокировал, заблокирован, заблокированы, заблокировала",1,2024-06-13 00:00:00+00:00
44,"террористических атак, сообщил дмитрий, проинформировал, теракты, получал",2,2024-06-13 00:00:00+00:00
52,"креста, крест, православных, православные, странные",3,2024-06-13 00:00:00+00:00
55,"заместителем министра, заместителя председателя, заместителя, министра, заместителем",1,2024-06-13 00:00:00+00:00
57,"посмотреть, снимать, фильмов, кино, патриотизма",6,2024-06-13 00:00:00+00:00
60,"цензуры, цензура, запрещено рф, youtube, заблокированы",10,2024-06-13 00:00:00+00:00
62,"приговорил, спецслужбам, разведки, лишения свободы, наказание",3,2024-06-13 00:00:00+00:00
63,"турцией, турцию, эрдоган, переговорах украиной, турки",2,2024-06-13 00:00:00+00:00
66,"обратили внимание, антироссийских, контентом, публикуют, российской власти",2,2024-06-13 00:00:00+00:00
67,"отреагировал, наказать, бойцу, скандала, боец",7,2024-06-13 00:00:00+00:00
69,"ракеты, ракетных, ракетные, ракет, ракетный",2,2024-06-13 00:00:00+00:00
70,"эфире, соловьёв live, соловьев live, вещает, live",1,2024-06-13 00:00:00+00:00
71,"финансировании, повышать, получается, тарифы, повышение",4,2024-06-13 00:00:00+00:00
72,"террористов, террористы, радикальных, теракты, радикальные",5,2024-06-13 00:00:00+00:00
73,"отношений россией, отношения россией, индию, индией, связи россией",11,2024-06-13 00:00:00+00:00
